session_id,site1,time1,site2,time2,site3,time3,site4,time4,site5,time5,site6,time6,site7,time7,site8,time8,site9,time9,site10,time10,target
5337,335,24/03/2014 16:38,33,24/03/2014 16:38,29,24/03/2014 16:38,35,24/03/2014 16:38,335,24/03/2014 16:38,80,24/03/2014 16:38,335,24/03/2014 16:38,255,24/03/2014 16:38,335,24/03/2014 16:38,335,24/03/2014 16:38,1
5338,29,24/03/2014 16:38,335,24/03/2014 16:38,157,24/03/2014 16:38,29,24/03/2014 16:38,751,24/03/2014 16:38,159,24/03/2014 16:38,160,24/03/2014 16:38,158,24/03/2014 16:38,29,24/03/2014 16:38,335,24/03/2014 16:38,1
5339,335,24/03/2014 16:38,335,24/03/2014 16:38,335,24/03/2014 16:38,335,24/03/2014 16:38,335,24/03/2014 16:38,335,24/03/2014 16:38,335,24/03/2014 16:38,29,24/03/2014 16:38,35,24/03/2014 16:38,33,24/03/2014 16:38,1
5340,11768,24/03/2014 16:38,11842,24/03/2014 16:38,11768,24/03/2014 16:38,29011,24/03/2014 16:38,1232,24/03/2014 16:38,1236,24/03/2014 16:38,7976,24/03/2014 16:38,11090,24/03/2014 16:38,7975,24/03/2014 16:38,29009,24/03/2014 16:38,0
5341,335,24/03/2014 16:38,335,24/03/2014 16:38,33,24/03/2014 16:38,335,24/03/2014 16:38,35,24/03/2014 16:38,29,24/03/2014 16:38,217,24/03/2014 16:38,324,24/03/2014 16:38,261,24/03/2014 16:38,156,24/03/2014 16:38,1
5342,2615,24/03/2014 16:38,341,24/03/2014 16:38,217,24/03/2014 16:38,2813,24/03/2014 16:38,1384,24/03/2014 16:38,217,24/03/2014 16:38,2628,24/03/2014 16:38,217,24/03/2014 16:38,220,24/03/2014 16:38,563,24/03/2014 16:38,1
5343,335,24/03/2014 16:39,12223,24/03/2014 16:39,82,24/03/2014 16:39,77,24/03/2014 16:39,80,24/03/2014 16:39,323,24/03/2014 16:39,161,24/03/2014 16:39,321,24/03/2014 16:39,322,24/03/2014 16:39,335,24/03/2014 16:39,1
5344,82,24/03/2014 16:39,322,24/03/2014 16:39,80,24/03/2014 16:39,335,24/03/2014 16:39,80,24/03/2014 16:39,82,24/03/2014 16:39,325,24/03/2014 16:39,27322,24/03/2014 16:39,27322,24/03/2014 16:39,262,24/03/2014 16:39,1
5345,2615,24/03/2014 16:39,82,24/03/2014 16:39,335,24/03/2014 16:40,80,24/03/2014 16:40,82,24/03/2014 16:40,29,24/03/2014 16:40,27322,24/03/2014 16:40,335,24/03/2014 16:40,80,24/03/2014 16:40,77,24/03/2014 16:40,1
5346,82,24/03/2014 16:40,29,24/03/2014 16:40,319,24/03/2014 16:40,52,24/03/2014 16:40,82,24/03/2014 16:40,23,24/03/2014 16:40,76,24/03/2014 16:40,77,24/03/2014 16:40,617,24/03/2014 16:40,335,24/03/2014 16:40,1
5347,77,24/03/2014 16:40,76,24/03/2014 16:41,80,24/03/2014 16:41,75,24/03/2014 16:41,335,24/03/2014 16:41,82,24/03/2014 16:41,335,24/03/2014 16:41,77,24/03/2014 16:41,52,24/03/2014 16:41,322,24/03/2014 16:41,1
5348,52,24/03/2014 16:41,52,24/03/2014 16:41,82,24/03/2014 16:41,23,24/03/2014 16:41,76,24/03/2014 16:41,77,24/03/2014 16:41,617,24/03/2014 16:41,335,24/03/2014 16:41,80,24/03/2014 16:41,77,24/03/2014 16:41,1
5349,78,24/03/2014 16:41,76,24/03/2014 16:41,81,24/03/2014 16:41,77,24/03/2014 16:41,1439,24/03/2014 16:41,81,24/03/2014 16:41,76,24/03/2014 16:41,77,24/03/2014 16:41,1439,24/03/2014 16:41,81,24/03/2014 16:41,1
5350,22,24/03/2014 16:41,82,24/03/2014 16:41,77,24/03/2014 16:41,77,24/03/2014 16:41,81,24/03/2014 16:42,617,24/03/2014 16:42,23,24/03/2014 16:42,77,24/03/2014 16:42,76,24/03/2014 16:42,335,24/03/2014 16:42,1
5351,80,24/03/2014 16:42,22,24/03/2014 16:42,23,24/03/2014 16:42,617,24/03/2014 16:42,76,24/03/2014 16:42,82,24/03/2014 16:42,78,24/03/2014 16:42,75,24/03/2014 16:42,1439,24/03/2014 16:42,77,24/03/2014 16:42,1
5352,76,24/03/2014 16:42,77,24/03/2014 16:42,22,24/03/2014 16:42,77,24/03/2014 16:42,76,24/03/2014 16:42,82,24/03/2014 16:42,75,24/03/2014 16:42,75,24/03/2014 16:42,78,24/03/2014 16:42,335,24/03/2014 16:42,1
5353,617,24/03/2014 16:42,82,24/03/2014 16:42,75,24/03/2014 16:42,80,24/03/2014 16:42,76,24/03/2014 16:42,82,24/03/2014 16:42,80,24/03/2014 16:42,22,24/03/2014 16:42,77,24/03/2014 16:42,82,24/03/2014 16:42,1
5354,82,24/03/2014 16:42,76,24/03/2014 16:42,77,24/03/2014 16:42,82,24/03/2014 16:42,76,24/03/2014 16:42,80,24/03/2014 16:42,335,24/03/2014 16:42,82,24/03/2014 16:42,80,24/03/2014 16:42,76,24/03/2014 16:42,1
5355,881,24/03/2014 16:42,78,24/03/2014 16:42,1441,24/03/2014 16:42,77,24/03/2014 16:42,77,24/03/2014 16:42,1441,24/03/2014 16:43,77,24/03/2014 16:43,22,24/03/2014 16:43,76,24/03/2014 16:43,75,24/03/2014 16:43,1
5356,881,24/03/2014 16:43,78,24/03/2014 16:43,78,24/03/2014 16:43,75,24/03/2014 16:43,75,24/03/2014 16:43,78,24/03/2014 16:43,76,24/03/2014 16:43,76,24/03/2014 16:43,617,24/03/2014 16:43,22,24/03/2014 16:43,1
5357,881,24/03/2014 16:43,335,24/03/2014 16:43,881,24/03/2014 16:43,335,24/03/2014 16:43,76,24/03/2014 16:43,335,24/03/2014 16:43,335,24/03/2014 16:44,335,24/03/2014 16:44,335,24/03/2014 16:44,335,24/03/2014 16:45,1
5358,335,24/03/2014 16:45,335,24/03/2014 16:45,335,24/03/2014 16:46,77,24/03/2014 16:46,80,24/03/2014 16:46,881,24/03/2014 16:46,335,24/03/2014 16:46,76,24/03/2014 16:46,335,24/03/2014 16:47,80,24/03/2014 16:47,1
5359,881,24/03/2014 16:47,77,24/03/2014 16:47,21,24/03/2014 16:47,21,24/03/2014 16:47,335,24/03/2014 16:47,77,24/03/2014 16:47,335,24/03/2014 16:47,319,24/03/2014 16:47,21,24/03/2014 16:47,76,24/03/2014 16:47,1
5360,76,24/03/2014 16:47,82,24/03/2014 16:47,1307,24/03/2014 16:47,75,24/03/2014 16:47,78,24/03/2014 16:47,1307,24/03/2014 16:47,78,24/03/2014 16:47,77,24/03/2014 16:47,76,24/03/2014 16:47,21,24/03/2014 16:47,1
5361,80,24/03/2014 16:47,82,24/03/2014 16:47,77,24/03/2014 16:47,77,24/03/2014 16:47,77,24/03/2014 16:48,77,24/03/2014 16:48,22,24/03/2014 16:48,80,24/03/2014 16:48,75,24/03/2014 16:48,77,24/03/2014 16:48,1
5362,156,24/03/2014 16:48,82,24/03/2014 16:48,617,24/03/2014 16:48,80,24/03/2014 16:48,75,24/03/2014 16:48,18355,24/03/2014 16:48,76,24/03/2014 16:48,77,24/03/2014 16:48,77,24/03/2014 16:48,77,24/03/2014 16:48,1
5363,335,24/03/2014 16:48,77,24/03/2014 16:48,1355,24/03/2014 16:48,77,24/03/2014 16:48,76,24/03/2014 16:48,177,24/03/2014 16:48,21,24/03/2014 16:48,77,24/03/2014 16:48,21,24/03/2014 16:48,80,24/03/2014 16:48,1
5364,77,24/03/2014 16:48,175,24/03/2014 16:48,175,24/03/2014 16:48,177,24/03/2014 16:48,175,24/03/2014 16:48,178,24/03/2014 16:48,176,24/03/2014 16:48,335,24/03/2014 16:48,177,24/03/2014 16:49,175,24/03/2014 16:49,1
5365,178,24/03/2014 16:49,175,24/03/2014 16:49,177,24/03/2014 16:49,335,24/03/2014 16:49,335,24/03/2014 16:49,80,24/03/2014 16:49,21,24/03/2014 16:49,21,24/03/2014 16:49,229,24/03/2014 16:49,343,24/03/2014 16:49,1
5366,1589,24/03/2014 16:49,722,24/03/2014 16:49,287,24/03/2014 16:49,1589,24/03/2014 16:49,287,24/03/2014 16:49,722,24/03/2014 16:49,1589,24/03/2014 16:49,722,24/03/2014 16:49,287,24/03/2014 16:49,1589,24/03/2014 16:49,0
5367,21,24/03/2014 16:49,175,24/03/2014 16:49,229,24/03/2014 16:49,175,24/03/2014 16:49,343,24/03/2014 16:49,178,24/03/2014 16:49,176,24/03/2014 16:49,21,24/03/2014 16:49,175,24/03/2014 16:49,21,24/03/2014 16:49,1
5368,229,24/03/2014 16:49,335,24/03/2014 16:49,229,24/03/2014 16:49,21,24/03/2014 16:49,21,24/03/2014 16:49,21,24/03/2014 16:50,29,24/03/2014 16:50,1029,24/03/2014 16:50,102,24/03/2014 16:50,32,24/03/2014 16:50,1
5369,27323,24/03/2014 16:50,558,24/03/2014 16:50,559,24/03/2014 16:50,102,24/03/2014 16:50,35,24/03/2014 16:50,32,24/03/2014 16:50,30,24/03/2014 16:50,22,24/03/2014 16:50,39,24/03/2014 16:50,22,24/03/2014 16:50,1
5370,29,24/03/2014 16:50,30,24/03/2014 16:50,37,24/03/2014 16:50,1029,24/03/2014 16:50,37,24/03/2014 16:50,533,24/03/2014 16:50,29,24/03/2014 16:50,39,24/03/2014 16:50,37,24/03/2014 16:50,559,24/03/2014 16:50,1
5371,21,24/03/2014 16:50,21,24/03/2014 16:50,335,24/03/2014 16:50,335,24/03/2014 16:50,37,24/03/2014 16:50,30,24/03/2014 16:50,21,24/03/2014 16:50,229,24/03/2014 16:50,162,24/03/2014 16:50,21,24/03/2014 16:50,1
5372,21,24/03/2014 16:50,4366,24/03/2014 16:50,27324,24/03/2014 16:50,4366,24/03/2014 16:50,27324,24/03/2014 16:50,27325,24/03/2014 16:50,76,24/03/2014 16:50,1677,24/03/2014 16:50,4369,24/03/2014 16:50,2225,24/03/2014 16:50,1
5373,21,24/03/2014 16:50,170,24/03/2014 16:50,76,24/03/2014 16:50,75,24/03/2014 16:50,1677,24/03/2014 16:50,4369,24/03/2014 16:50,9702,24/03/2014 16:50,27326,24/03/2014 16:50,23,24/03/2014 16:50,9702,24/03/2014 16:50,1
5374,4369,24/03/2014 16:50,1677,24/03/2014 16:50,75,24/03/2014 16:50,23,24/03/2014 16:50,4368,24/03/2014 16:50,27325,24/03/2014 16:50,27325,24/03/2014 16:50,1074,24/03/2014 16:50,27327,24/03/2014 16:50,4368,24/03/2014 16:50,1
5375,335,24/03/2014 16:50,229,24/03/2014 16:51,21,24/03/2014 16:51,335,24/03/2014 16:51,2733,24/03/2014 16:51,2733,24/03/2014 16:51,21,24/03/2014 16:51,335,24/03/2014 16:51,321,24/03/2014 16:51,21,24/03/2014 16:51,1
5376,27328,24/03/2014 16:51,648,24/03/2014 16:51,27329,24/03/2014 16:51,655,24/03/2014 16:51,660,24/03/2014 16:51,666,24/03/2014 16:51,21,24/03/2014 16:51,22,24/03/2014 16:51,27330,24/03/2014 16:51,661,24/03/2014 16:51,1
5377,229,24/03/2014 16:51,367,24/03/2014 16:51,655,24/03/2014 16:51,666,24/03/2014 16:51,656,24/03/2014 16:51,652,24/03/2014 16:51,648,24/03/2014 16:51,27331,24/03/2014 16:51,76,24/03/2014 16:51,39,24/03/2014 16:51,1
5378,661,24/03/2014 16:51,666,24/03/2014 16:51,22,24/03/2014 16:51,21,24/03/2014 16:52,77,24/03/2014 16:52,666,24/03/2014 16:52,76,24/03/2014 16:52,22,24/03/2014 16:52,335,24/03/2014 16:52,76,24/03/2014 16:52,1
5379,881,24/03/2014 16:52,881,24/03/2014 16:52,881,24/03/2014 16:52,335,24/03/2014 16:52,666,24/03/2014 16:52,80,24/03/2014 16:52,76,24/03/2014 16:52,78,24/03/2014 16:52,173,24/03/2014 16:52,229,24/03/2014 16:52,1
5380,76,24/03/2014 16:52,4692,24/03/2014 16:52,4694,24/03/2014 16:52,21,24/03/2014 16:52,2401,24/03/2014 16:52,2406,24/03/2014 16:52,4693,24/03/2014 16:52,27332,24/03/2014 16:52,27332,24/03/2014 16:52,2401,24/03/2014 16:52,1
5381,2512,24/03/2014 16:52,2400,24/03/2014 16:52,87,24/03/2014 16:52,38,24/03/2014 16:52,2406,24/03/2014 16:52,2401,24/03/2014 16:52,27332,24/03/2014 16:52,2401,24/03/2014 16:52,335,24/03/2014 16:52,27332,24/03/2014 16:52,1
5382,2400,24/03/2014 16:52,87,24/03/2014 16:52,4696,24/03/2014 16:52,13135,24/03/2014 16:52,2512,24/03/2014 16:52,2400,24/03/2014 16:52,27332,24/03/2014 16:52,4696,24/03/2014 16:52,27332,24/03/2014 16:52,4692,24/03/2014 16:52,1
5383,4694,24/03/2014 16:52,27332,24/03/2014 16:52,2409,24/03/2014 16:52,27332,24/03/2014 16:52,2401,24/03/2014 16:52,27332,24/03/2014 16:52,27332,24/03/2014 16:52,4696,24/03/2014 16:52,27332,24/03/2014 16:52,2401,24/03/2014 16:52,1
5384,322,24/03/2014 16:52,335,24/03/2014 16:53,335,24/03/2014 16:53,335,24/03/2014 16:53,335,24/03/2014 16:54,52,24/03/2014 16:54,335,24/03/2014 16:54,7364,24/03/2014 16:54,335,24/03/2014 16:54,881,24/03/2014 16:54,1
5385,335,24/03/2014 16:55,80,24/03/2014 16:55,77,24/03/2014 16:55,335,24/03/2014 16:55,77,24/03/2014 16:55,77,24/03/2014 16:55,335,24/03/2014 16:55,335,24/03/2014 16:56,77,24/03/2014 16:56,335,24/03/2014 16:56,1
5386,80,24/03/2014 16:56,52,24/03/2014 16:56,77,24/03/2014 16:56,617,24/03/2014 16:56,23,24/03/2014 16:56,82,24/03/2014 16:56,1307,24/03/2014 16:56,335,24/03/2014 16:56,76,24/03/2014 16:56,77,24/03/2014 16:56,1
5387,80,24/03/2014 16:56,22,24/03/2014 16:56,82,24/03/2014 16:57,82,24/03/2014 16:57,76,24/03/2014 16:57,78,24/03/2014 16:57,75,24/03/2014 16:57,1307,24/03/2014 16:57,78,24/03/2014 16:57,77,24/03/2014 16:57,1
5388,75,24/03/2014 16:57,80,24/03/2014 16:57,76,24/03/2014 16:57,82,24/03/2014 16:57,22,24/03/2014 16:57,617,24/03/2014 16:57,335,24/03/2014 16:57,76,24/03/2014 16:57,2733,24/03/2014 16:57,80,24/03/2014 16:57,1
5389,335,24/03/2014 16:57,76,24/03/2014 16:57,80,24/03/2014 16:57,82,24/03/2014 16:57,52,24/03/2014 16:57,23,24/03/2014 16:57,77,24/03/2014 16:57,77,24/03/2014 16:58,52,24/03/2014 16:58,82,24/03/2014 16:58,1
5390,77,24/03/2014 16:58,617,24/03/2014 16:58,80,24/03/2014 16:58,335,24/03/2014 16:58,23,24/03/2014 16:58,76,24/03/2014 16:58,77,24/03/2014 16:58,617,24/03/2014 16:58,77,24/03/2014 16:58,80,24/03/2014 16:58,1
5391,77,24/03/2014 16:58,77,24/03/2014 16:58,22,24/03/2014 16:58,22,24/03/2014 16:58,75,24/03/2014 16:58,22,24/03/2014 16:58,78,24/03/2014 16:58,52,24/03/2014 16:58,23,24/03/2014 16:58,76,24/03/2014 16:58,1
5392,77,24/03/2014 16:58,617,24/03/2014 16:58,335,24/03/2014 16:58,77,24/03/2014 16:58,23,24/03/2014 16:58,52,24/03/2014 16:58,76,24/03/2014 16:58,617,24/03/2014 16:58,77,24/03/2014 16:58,77,24/03/2014 16:58,1
5393,617,24/03/2014 16:59,881,24/03/2014 16:59,22,24/03/2014 16:59,80,24/03/2014 16:59,335,24/03/2014 16:59,1440,24/03/2014 16:59,879,24/03/2014 16:59,80,24/03/2014 16:59,76,24/03/2014 16:59,1307,24/03/2014 16:59,1
5394,78,24/03/2014 16:59,879,24/03/2014 16:59,18611,24/03/2014 16:59,80,24/03/2014 16:59,78,24/03/2014 16:59,76,24/03/2014 16:59,22,24/03/2014 16:59,18611,24/03/2014 16:59,879,24/03/2014 16:59,76,24/03/2014 16:59,1
5395,77,24/03/2014 16:59,879,24/03/2014 16:59,617,24/03/2014 16:59,879,24/03/2014 16:59,879,24/03/2014 16:59,335,24/03/2014 16:59,317,24/03/2014 16:59,320,24/03/2014 16:59,318,24/03/2014 16:59,80,24/03/2014 16:59,1
5396,879,24/03/2014 16:59,18611,24/03/2014 16:59,335,24/03/2014 16:59,879,24/03/2014 16:59,335,24/03/2014 17:00,77,24/03/2014 17:00,879,24/03/2014 17:00,879,24/03/2014 17:00,335,24/03/2014 17:00,879,24/03/2014 17:00,1
5397,879,24/03/2014 17:00,335,24/03/2014 17:00,76,24/03/2014 17:00,879,24/03/2014 17:00,879,24/03/2014 17:01,879,24/03/2014 17:01,335,24/03/2014 17:01,335,24/03/2014 17:01,879,24/03/2014 17:01,879,24/03/2014 17:01,1
5398,335,24/03/2014 17:01,879,24/03/2014 17:02,879,24/03/2014 17:02,335,24/03/2014 17:02,80,24/03/2014 17:02,18611,24/03/2014 17:02,2733,24/03/2014 17:02,879,24/03/2014 17:02,335,24/03/2014 17:02,879,24/03/2014 17:02,1
5399,18611,24/03/2014 17:02,879,24/03/2014 17:02,335,24/03/2014 17:03,879,24/03/2014 17:03,879,24/03/2014 17:03,335,24/03/2014 17:03,77,24/03/2014 17:03,18611,24/03/2014 17:03,76,24/03/2014 17:03,879,24/03/2014 17:03,1
5400,335,24/03/2014 17:03,18611,24/03/2014 17:03,335,24/03/2014 17:04,335,24/03/2014 17:04,77,24/03/2014 17:04,335,24/03/2014 17:04,77,24/03/2014 17:04,80,24/03/2014 17:04,80,24/03/2014 17:04,52,24/03/2014 17:04,1
5401,76,24/03/2014 17:05,617,24/03/2014 17:05,77,24/03/2014 17:05,23,24/03/2014 17:05,335,24/03/2014 17:05,78,24/03/2014 17:05,52,24/03/2014 17:05,23,24/03/2014 17:05,77,24/03/2014 17:05,617,24/03/2014 17:05,1
5402,76,24/03/2014 17:05,82,24/03/2014 17:05,78,24/03/2014 17:05,77,24/03/2014 17:05,76,24/03/2014 17:05,77,24/03/2014 17:05,22,24/03/2014 17:05,77,24/03/2014 17:05,335,24/03/2014 17:05,75,24/03/2014 17:05,1
5403,78,24/03/2014 17:05,76,24/03/2014 17:05,82,24/03/2014 17:05,78,24/03/2014 17:05,75,24/03/2014 17:05,82,24/03/2014 17:05,75,24/03/2014 17:05,76,24/03/2014 17:05,617,24/03/2014 17:05,80,24/03/2014 17:05,1
5404,22,24/03/2014 17:05,82,24/03/2014 17:05,82,24/03/2014 17:05,82,24/03/2014 17:05,617,24/03/2014 17:05,335,24/03/2014 17:05,77,24/03/2014 17:05,80,24/03/2014 17:05,82,24/03/2014 17:05,80,24/03/2014 17:05,1
5405,76,24/03/2014 17:05,879,24/03/2014 17:05,78,24/03/2014 17:05,77,24/03/2014 17:05,77,24/03/2014 17:05,77,24/03/2014 17:05,82,24/03/2014 17:05,76,24/03/2014 17:05,22,24/03/2014 17:05,77,24/03/2014 17:06,1
5406,76,24/03/2014 17:06,77,24/03/2014 17:06,80,24/03/2014 17:06,75,24/03/2014 17:06,879,24/03/2014 17:06,78,24/03/2014 17:06,78,24/03/2014 17:06,879,24/03/2014 17:06,78,24/03/2014 17:06,75,24/03/2014 17:06,1
5407,76,24/03/2014 17:06,18611,24/03/2014 17:06,22,24/03/2014 17:06,879,24/03/2014 17:06,80,24/03/2014 17:06,617,24/03/2014 17:06,77,24/03/2014 17:06,879,24/03/2014 17:06,879,24/03/2014 17:06,335,24/03/2014 17:06,1
5408,18611,24/03/2014 17:06,76,24/03/2014 17:06,879,24/03/2014 17:06,879,24/03/2014 17:06,335,24/03/2014 17:06,879,24/03/2014 17:06,335,24/03/2014 17:06,22,24/03/2014 17:06,18611,24/03/2014 17:06,879,24/03/2014 17:06,1
5409,18611,24/03/2014 17:06,80,24/03/2014 17:06,18611,24/03/2014 17:06,22,24/03/2014 17:06,22,24/03/2014 17:06,81,24/03/2014 17:07,78,24/03/2014 17:07,22,24/03/2014 17:07,76,24/03/2014 17:07,77,24/03/2014 17:07,1
5410,77,24/03/2014 17:07,879,24/03/2014 17:07,18611,24/03/2014 17:07,77,24/03/2014 17:07,76,24/03/2014 17:07,78,24/03/2014 17:07,75,24/03/2014 17:07,81,24/03/2014 17:07,75,24/03/2014 17:07,75,24/03/2014 17:07,1
5411,78,24/03/2014 17:07,335,24/03/2014 17:07,77,24/03/2014 17:07,617,24/03/2014 17:07,81,24/03/2014 17:07,75,24/03/2014 17:07,76,24/03/2014 17:07,22,24/03/2014 17:07,76,24/03/2014 17:07,335,24/03/2014 17:07,1
5412,335,24/03/2014 17:07,77,24/03/2014 17:08,335,24/03/2014 17:08,335,24/03/2014 17:08,81,24/03/2014 17:08,80,24/03/2014 17:08,879,24/03/2014 17:08,76,24/03/2014 17:08,78,24/03/2014 17:08,77,24/03/2014 17:08,1
5413,77,24/03/2014 17:08,22,24/03/2014 17:08,81,24/03/2014 17:08,77,24/03/2014 17:08,335,24/03/2014 17:08,76,24/03/2014 17:09,879,24/03/2014 17:09,78,24/03/2014 17:09,75,24/03/2014 17:09,78,24/03/2014 17:09,1
5414,75,24/03/2014 17:09,78,24/03/2014 17:09,75,24/03/2014 17:09,76,24/03/2014 17:09,22,24/03/2014 17:09,77,24/03/2014 17:09,76,24/03/2014 17:09,617,24/03/2014 17:09,335,24/03/2014 17:09,879,24/03/2014 17:09,1
5415,335,24/03/2014 17:09,335,24/03/2014 17:10,335,24/03/2014 17:10,335,24/03/2014 17:10,335,24/03/2014 17:11,80,24/03/2014 17:11,76,24/03/2014 17:11,78,24/03/2014 17:11,879,24/03/2014 17:11,22,24/03/2014 17:11,1
5416,22,24/03/2014 17:11,77,24/03/2014 17:11,879,24/03/2014 17:11,22,24/03/2014 17:11,879,24/03/2014 17:11,80,24/03/2014 17:11,879,24/03/2014 17:11,75,24/03/2014 17:11,76,24/03/2014 17:11,75,24/03/2014 17:11,1
5417,78,24/03/2014 17:11,78,24/03/2014 17:11,78,24/03/2014 17:11,75,24/03/2014 17:11,617,24/03/2014 17:11,879,24/03/2014 17:11,76,24/03/2014 17:11,335,24/03/2014 17:11,22,24/03/2014 17:11,77,24/03/2014 17:11,1
5418,879,24/03/2014 17:11,335,24/03/2014 17:11,316,24/03/2014 17:11,320,24/03/2014 17:11,80,24/03/2014 17:11,317,24/03/2014 17:11,879,24/03/2014 17:12,335,24/03/2014 17:12,317,24/03/2014 17:12,316,24/03/2014 17:12,1
5419,335,24/03/2014 17:12,317,24/03/2014 17:12,879,24/03/2014 17:12,335,24/03/2014 17:12,335,24/03/2014 17:13,335,24/03/2014 17:13,77,24/03/2014 17:13,335,24/03/2014 17:13,335,24/03/2014 17:14,879,24/03/2014 17:14,1
5420,80,24/03/2014 17:14,77,24/03/2014 17:14,77,24/03/2014 17:14,77,24/03/2014 17:14,77,24/03/2014 17:14,335,24/03/2014 17:14,77,24/03/2014 17:14,76,24/03/2014 17:14,335,24/03/2014 17:14,80,24/03/2014 17:15,1
5421,52,24/03/2014 17:15,23,24/03/2014 17:15,77,24/03/2014 17:15,335,24/03/2014 17:15,77,24/03/2014 17:15,617,24/03/2014 17:15,22,24/03/2014 17:15,76,24/03/2014 17:15,81,24/03/2014 17:15,76,24/03/2014 17:15,1
5422,78,24/03/2014 17:15,77,24/03/2014 17:15,77,24/03/2014 17:15,77,24/03/2014 17:15,76,24/03/2014 17:15,22,24/03/2014 17:15,76,24/03/2014 17:15,335,24/03/2014 17:15,78,24/03/2014 17:15,879,24/03/2014 17:15,1
5423,76,24/03/2014 17:15,80,24/03/2014 17:15,77,24/03/2014 17:15,76,24/03/2014 17:15,77,24/03/2014 17:15,879,24/03/2014 17:15,80,24/03/2014 17:15,879,24/03/2014 17:15,617,24/03/2014 17:15,22,24/03/2014 17:15,1
5424,879,24/03/2014 17:16,76,24/03/2014 17:16,335,24/03/2014 17:16,21,24/03/2014 17:16,77,24/03/2014 17:16,52,24/03/2014 17:16,80,24/03/2014 17:16,21,24/03/2014 17:16,21,24/03/2014 17:16,879,24/03/2014 17:19,1
5425,879,24/03/2014 17:20,879,24/03/2014 17:21,879,24/03/2014 17:21,879,24/03/2014 17:22,77,24/03/2014 17:23,879,24/03/2014 17:23,76,24/03/2014 17:23,77,24/03/2014 17:23,77,24/03/2014 17:23,77,24/03/2014 17:24,1
5426,77,24/03/2014 17:24,77,24/03/2014 17:24,77,24/03/2014 17:24,80,24/03/2014 17:24,76,24/03/2014 17:24,76,24/03/2014 17:24,81,24/03/2014 17:24,1440,24/03/2014 17:24,80,24/03/2014 17:24,22,24/03/2014 17:24,1
5427,81,24/03/2014 17:24,81,24/03/2014 17:24,76,24/03/2014 17:24,81,24/03/2014 17:24,81,24/03/2014 17:24,81,24/03/2014 17:25,81,24/03/2014 17:25,81,24/03/2014 17:25,81,24/03/2014 17:26,617,24/03/2014 17:26,1
5428,76,24/03/2014 17:26,81,24/03/2014 17:26,81,24/03/2014 17:27,81,24/03/2014 17:27,81,24/03/2014 17:27,81,24/03/2014 17:28,81,24/03/2014 17:28,77,24/03/2014 17:29,76,24/03/2014 17:30,80,24/03/2014 17:31,1
5429,38,24/03/2014 17:31,1677,24/03/2014 17:31,27333,24/03/2014 17:31,4366,24/03/2014 17:31,1677,24/03/2014 17:31,4368,24/03/2014 17:31,4369,24/03/2014 17:31,4369,24/03/2014 17:31,1677,24/03/2014 17:31,4366,24/03/2014 17:31,1
5430,4369,24/03/2014 17:31,1677,24/03/2014 17:31,4366,24/03/2014 17:31,27333,24/03/2014 17:31,1677,24/03/2014 17:31,38,24/03/2014 17:31,4369,24/03/2014 17:31,4366,24/03/2014 17:31,4368,24/03/2014 17:31,4369,24/03/2014 17:31,1
5431,27333,24/03/2014 17:31,4368,24/03/2014 17:31,19634,24/03/2014 17:31,19634,24/03/2014 17:31,19634,24/03/2014 17:31,19634,24/03/2014 17:31,1386,24/03/2014 17:31,1387,24/03/2014 17:31,1386,24/03/2014 17:31,19634,24/03/2014 17:31,1
5432,1387,24/03/2014 17:31,19634,24/03/2014 17:31,1387,24/03/2014 17:31,33,24/03/2014 17:31,32,24/03/2014 17:31,35,24/03/2014 17:31,29,24/03/2014 17:31,1162,24/03/2014 17:31,81,24/03/2014 17:32,81,24/03/2014 17:32,1
5433,1162,24/03/2014 17:32,21,24/03/2014 17:32,21,24/03/2014 17:32,81,24/03/2014 17:33,21,24/03/2014 17:33,2401,24/03/2014 17:33,4693,24/03/2014 17:33,4694,24/03/2014 17:33,2406,24/03/2014 17:33,2512,24/03/2014 17:33,1
5434,27307,24/03/2014 17:33,4692,24/03/2014 17:33,21,24/03/2014 17:33,2512,24/03/2014 17:33,4693,24/03/2014 17:33,2401,24/03/2014 17:33,2400,24/03/2014 17:33,27307,24/03/2014 17:33,27307,24/03/2014 17:33,2514,24/03/2014 17:33,1
5435,27307,24/03/2014 17:33,2401,24/03/2014 17:33,4693,24/03/2014 17:33,27307,24/03/2014 17:33,4696,24/03/2014 17:33,4694,24/03/2014 17:33,2409,24/03/2014 17:33,7544,24/03/2014 17:33,27307,24/03/2014 17:33,7544,24/03/2014 17:33,1
5436,27307,24/03/2014 17:33,27307,24/03/2014 17:33,15628,24/03/2014 17:33,27307,24/03/2014 17:33,350,24/03/2014 17:33,2856,24/03/2014 17:33,15628,24/03/2014 17:33,5442,24/03/2014 17:33,27334,24/03/2014 17:33,15630,24/03/2014 17:33,1
5437,15639,24/03/2014 17:33,15636,24/03/2014 17:33,38,24/03/2014 17:33,15639,24/03/2014 17:33,389,24/03/2014 17:33,15640,24/03/2014 17:33,388,24/03/2014 17:33,76,24/03/2014 17:33,15639,24/03/2014 17:33,22,24/03/2014 17:33,1
